FrameCounter,Timestamp,Flags,Region0R,Region1R,Region2G,Region3G,Region4G
747,29078.67232,17,0.025110647,0.024659072,0.091461101,0.054385844,0.003921569
748,29078.67789,18,0.015670515,0.022390198,0.085847565,0.058480219,0.003921569
749,29078.68342,20,0.01287052,0.01862148,0.356970799,0.45347803,0.011951447
750,29078.68899,17,0.024958302,0.024725944,0.091627135,0.054533306,0.003921569
751,29078.69453,18,0.015575956,0.022418858,0.085752688,0.05874519,0.003921569
752,29078.7001,20,0.01288628,0.018731342,0.356915454,0.45356789,0.011951447
753,29078.70566,17,0.024987195,0.024618471,0.091632406,0.054567867,0.003921569
754,29078.7112,18,0.015560196,0.022430799,0.085715792,0.058567775,0.003921569
755,29078.71677,20,0.012825867,0.018609539,0.356928632,0.45317389,0.011577965
756,29078.7223,17,0.024984569,0.024725944,0.091674573,0.054454966,0.003921569
757,29078.72787,18,0.015539183,0.022378257,0.085765865,0.058480219,0.003921569
758,29078.73341,20,0.0128784,0.018628645,0.357002425,0.45308403,0.011577965
759,29078.73898,17,0.025063368,0.024666237,0.092098883,0.054358195,0.003921569
760,29078.74451,18,0.015610102,0.022340044,0.086182269,0.058588512,0.003921569
761,29078.75008,20,0.012841627,0.018626257,0.357055134,0.453201539,0.011577965
762,29078.75565,17,0.025097514,0.024632801,0.091869597,0.054162346,0.003921569
763,29078.76118,18,0.01553393,0.022320938,0.086195446,0.058471003,0.003921569
764,29078.76675,20,0.012857387,0.018590433,0.35663346,0.453429644,0.011764706
765,29078.77229,17,0.025018715,0.024589812,0.091777356,0.054042534,0.003921569
766,29078.77786,18,0.015554943,0.022495283,0.086263968,0.058259026,0.003921569
767,29078.78339,20,0.01283112,0.018731342,0.356923361,0.453190019,0.012138189
768,29078.78896,17,0.025058114,0.0245922,0.091695657,0.054245294,0.003921569
769,29078.7945,18,0.015549689,0.022449906,0.086261332,0.058385751,0.003921569
770,29078.80006,20,0.01286264,0.01862148,0.357152646,0.453286791,0.011577965
771,29078.80563,17,0.025042355,0.024845358,0.091777356,0.054418101,0.003921569
772,29078.81117,18,0.015578582,0.022442741,0.085966161,0.058392664,0.003921569
773,29078.81674,20,0.012923053,0.018707459,0.357052498,0.45302182,0.01232493
774,29078.82227,17,0.025094887,0.024706838,0.091603416,0.054183083,0.003921569
775,29078.82784,18,0.015631115,0.022399752,0.086029412,0.058279763,0.003921569
776,29078.83341,20,0.01284688,0.018781496,0.356738878,0.453155457,0.01232493
777,29078.83894,17,0.025008208,0.024721167,0.091832701,0.054360499,0.003921569
778,29078.84448,18,0.015594342,0.022423634,0.086256062,0.058164558,0.003921569
779,29078.85005,20,0.01288628,0.01865014,0.356897006,0.453176194,0.012138189
780,29078.85562,17,0.02512378,0.024685343,0.092138415,0.054130089,0.003921569
781,29078.86115,18,0.015607475,0.022323326,0.086061037,0.058010184,0.003921569
782,29078.86672,20,0.012881026,0.0187194,0.357184272,0.453005691,0.01232493
783,29078.87226,17,0.025010835,0.024699673,0.0919144,0.053925025,0.003921569
784,29078.87782,18,0.015602222,0.022285114,0.085884461,0.05791802,0.003921569
785,29078.88339,20,0.012867893,0.018695517,0.357176365,0.453243013,0.011951447
786,29078.88893,17,0.024971435,0.024618471,0.091461101,0.054100136,0.003921569
787,29078.8945,18,0.015402598,0.022359151,0.085815939,0.05804705,0.003921569
788,29078.90003,20,0.012865267,0.018657305,0.356825849,0.452902007,0.011764706
789,29078.9056,17,0.024932036,0.02467579,0.091608686,0.054282159,0.003921569
790,29078.91114,18,0.015436744,0.022414081,0.085921358,0.058083915,0.003921569
791,29078.9167,20,0.012852133,0.018760001,0.356862745,0.453088639,0.011577965
792,29078.92224,17,0.025055488,0.024694896,0.091901223,0.05425451,0.003921569
793,29078.92781,18,0.015549689,0.022423634,0.086398377,0.058166863,0.003921569
794,29078.93338,20,0.012915173,0.018573715,0.356954986,0.452998779,0.01232493
795,29078.93891,17,0.025023968,0.024601753,0.092267552,0.054319025,0.003921569
796,29078.94448,18,0.015581209,0.022251678,0.086540692,0.058192208,0.003921569
797,29078.95002,20,0.012783841,0.01873373,0.357181636,0.453418124,0.011951447
798,29078.95558,17,0.025173686,0.024776098,0.092444128,0.054266031,0.003921569
799,29078.96112,18,0.015578582,0.022337656,0.086353574,0.058150734,0.003921569
800,29078.96669,20,0.012949319,0.0187194,0.356899642,0.453448077,0.011951447
801,29078.97222,17,0.025021341,0.024632801,0.091980287,0.05420382,0.003921569
802,29078.97779,18,0.015638995,0.022423634,0.086208623,0.058129997,0.003921569
803,29078.98336,20,0.012807481,0.018712235,0.357031415,0.453249925,0.01232493
804,29078.9889,17,0.024932036,0.024616083,0.091816888,0.054072487,0.003921569
805,29078.99446,18,0.015581209,0.022423634,0.086321948,0.057941061,0.003921569
806,29079,20,0.012839,0.018693129,0.35720272,0.453146241,0.011951447
807,29079.00557,17,0.025018715,0.024682955,0.092030361,0.054065575,0.003921569
808,29079.0111,18,0.015644248,0.022366316,0.086487982,0.057920324,0.003921569
809,29079.01667,20,0.012875773,0.01870507,0.356954986,0.453319048,0.01232493
810,29079.02221,17,0.025063368,0.02460653,0.092177946,0.054093224,0.003921569
811,29079.02778,18,0.015633742,0.022325715,0.086443179,0.057964102,0.003921569
812,29079.03338,20,0.012912546,0.018678799,0.356796859,0.453222276,0.011764706
813,29079.03888,17,0.025042355,0.024725944,0.092220114,0.054261423,0.003921569
814,29079.04445,18,0.015539183,0.022306608,0.086440544,0.058113868,0.003921569
815,29079.04998,20,0.012825867,0.018642975,0.356957622,0.453077118,0.012138189
816,29079.05555,17,0.025037101,0.024589812,0.092098883,0.05420382,0.003921569
817,29079.06112,18,0.015652128,0.022449906,0.086804238,0.058194512,0.003921569
818,29079.06666,20,0.012883653,0.018712235,0.356939174,0.452957305,0.011764706
819,29079.07222,17,0.025081754,0.024654295,0.092420409,0.054132393,0.003921569
820,29079.07776,18,0.015562823,0.022275561,0.08653015,0.058030921,0.003921569
821,29079.08336,20,0.012883653,0.01874806,0.35683112,0.453190019,0.011951447
822,29079.08886,17,0.024887383,0.024718779,0.09160078,0.053968803,0.003921569
823,29079.09443,18,0.015505037,0.022359151,0.0859319,0.057885763,0.003921569
824,29079.09997,20,0.012825867,0.01865014,0.356765233,0.453217668,0.011577965
825,29079.10554,17,0.024997702,0.024608918,0.09134514,0.053941153,0.003921569
826,29079.1111,18,0.015512916,0.022282726,0.085779043,0.057899588,0.003921569
827,29079.11664,20,0.012852133,0.018690741,0.356931267,0.45327527,0.011951447
828,29079.12221,17,0.025071248,0.024776098,0.091395214,0.053968803,0.003921569
829,29079.12774,18,0.01548665,0.022335268,0.085979338,0.058116172,0.003921569
830,29079.13338,20,0.01288628,0.018695517,0.356960257,0.453226884,0.011951447
831,29079.13885,17,0.025000328,0.024680567,0.091848514,0.05405175,0.003921569
832,29079.14442,18,0.015607475,0.022375869,0.086474805,0.058090827,0.003921569
833,29079.14995,20,0.012891533,0.018602374,0.357181636,0.453226884,0.011951447
834,29079.15552,17,0.024997702,0.024604141,0.092051444,0.054056358,0.003921569
835,29079.16109,18,0.015581209,0.022361539,0.086195446,0.058203728,0.003921569
836,29079.16662,20,0.012888906,0.018571326,0.356767868,0.453190019,0.011577965
837,29079.17219,17,0.025113274,0.024659072,0.091922307,0.053862814,0.003921569
838,29079.17773,18,0.015660008,0.022411693,0.086253426,0.05800788,0.003921569
839,29079.1833,20,0.013028118,0.018690741,0.357150011,0.452936568,0.011577965
840,29079.18883,17,0.025121154,0.024594588,0.09233871,0.053966498,0.003921569
841,29079.1944,18,0.015539183,0.022323326,0.086372022,0.058024009,0.003921569
842,29079.19997,20,0.012849507,0.018681187,0.357097301,0.452934264,0.011764706
843,29079.2055,17,0.025050234,0.02457787,0.091777356,0.053763738,0.003921569
844,29079.21107,18,0.015625862,0.022406916,0.086097934,0.057994055,0.003921569
845,29079.21661,20,0.012852133,0.018654916,0.35691809,0.453146241,0.011764706
846,29079.22218,17,0.024989822,0.024656684,0.091961838,0.05380982,0.003921569
847,29079.22771,18,0.015528676,0.022340044,0.086208623,0.058125389,0.003921569
848,29079.23328,20,0.012860013,0.018738506,0.35709203,0.453270662,0.011764706
849,29079.23882,17,0.024908396,0.024666237,0.091851149,0.053881247,0.003921569
850,29079.24438,18,0.015583836,0.022368704,0.086358845,0.058240594,0.003921569
851,29079.24995,20,0.01284688,0.018666858,0.356994518,0.453210756,0.01232493
852,29079.25549,17,0.024911023,0.024730721,0.091874868,0.054040229,0.003921569
853,29079.26106,18,0.015539183,0.022356762,0.086385199,0.058388056,0.003921569
854,29079.26659,20,0.012844254,0.018736118,0.357081489,0.453233796,0.011951447
855,29079.27216,17,0.025008208,0.024740274,0.091948661,0.053964194,0.003921569
856,29079.2777,18,0.01553393,0.022421246,0.086261332,0.058487132,0.003921569
857,29079.28326,20,0.01285476,0.018659693,0.357184272,0.453093247,0.011764706
858,29079.2888,17,0.025076501,0.024611306,0.092101518,0.054084007,0.003921569
859,29079.29437,18,0.015596969,0.022371092,0.086693548,0.058330453,0.003921569
860,29079.29994,20,0.012849507,0.018743283,0.356804765,0.453007995,0.012138189
861,29079.30547,17,0.02512378,0.02467579,0.092275459,0.05400106,0.003921569
862,29079.31104,18,0.015570702,0.022328103,0.086622391,0.058358102,0.003921569
863,29079.31658,20,0.012875773,0.018712235,0.356954986,0.453148545,0.011951447
864,29079.32214,17,0.024953049,0.02469012,0.091679844,0.053888159,0.003921569
865,29079.32771,18,0.015484023,0.022497671,0.086271874,0.058576991,0.003921569
866,29079.33325,20,0.012883653,0.018740895,0.356746785,0.453243013,0.011577965
867,29079.33882,17,0.024879503,0.024589812,0.09128716,0.053913504,0.003921569
868,29079.34435,18,0.015428864,0.022378257,0.0858502,0.058570079,0.003921569
869,29079.34992,20,0.012920426,0.018721788,0.356944444,0.453406604,0.011764706
870,29079.35546,17,0.024903143,0.024666237,0.091627135,0.054263727,0.003921569
871,29079.36102,18,0.015539183,0.022433188,0.086184904,0.058961775,0.003921569
872,29079.36656,20,0.012881026,0.01874806,0.357044592,0.453233796,0.012138189
873,29079.37213,17,0.025013462,0.02466146,0.091845878,0.0541923,0.003921569
874,29079.3777,18,0.015573329,0.022437964,0.086208623,0.058998641,0.003921569
875,29079.38323,20,0.012828494,0.018633422,0.356783681,0.453243013,0.011951447
876,29079.3888,17,0.024968809,0.02469012,0.091851149,0.054330545,0.003921569
877,29079.39434,18,0.015568076,0.02237348,0.086087392,0.05902629,0.003921569
878,29079.3999,20,0.01288628,0.018738506,0.357147375,0.45313472,0.011951447
879,29079.40544,17,0.024981942,0.024671013,0.091764179,0.054266031,0.003921569
880,29079.41101,18,0.015489277,0.022445129,0.086021505,0.058816617,0.003921569
881,29079.41654,20,0.0128784,0.018595209,0.356915454,0.453196931,0.011951447
882,29079.42211,17,0.025037101,0.024673402,0.091951297,0.054229165,0.003921569
883,29079.42768,18,0.015497157,0.022447517,0.086058402,0.05884657,0.003921569
884,29079.43322,20,0.012865267,0.018674023,0.35712102,0.453183106,0.011951447
885,29079.43878,17,0.025058114,0.024613694,0.091693021,0.053982627,0.003921569
886,29079.44432,18,0.015491903,0.022437964,0.086026776,0.058957167,0.003921569
887,29079.44989,20,0.012757575,0.018693129,0.356638731,0.453206147,0.012138189
888,29079.45542,17,0.024884756,0.024635189,0.091990829,0.053991844,0.003921569
889,29079.46099,18,0.015607475,0.022397363,0.086169091,0.059014769,0.003921569
890,29079.46653,20,0.012752321,0.018688352,0.357107843,0.453090943,0.011764706
891,29079.4721,17,0.024955676,0.024721167,0.092038267,0.054104744,0.003921569
892,29079.47766,18,0.015615355,0.022459459,0.086016234,0.058920301,0.003921569
893,29079.4832,20,0.012867893,0.018583268,0.357002425,0.453164674,0.01232493
894,29079.48877,17,0.024987195,0.024618471,0.091882775,0.054079399,0.003921569
895,29079.4943,18,0.015568076,0.0224714,0.08579222,0.058904173,0.003921569
896,29079.49987,20,0.012841627,0.018657305,0.356912819,0.453120896,0.011764706
897,29079.50544,17,0.024900516,0.024740274,0.091640312,0.054252206,0.003921569
898,29079.51098,18,0.015531303,0.022423634,0.085839658,0.05902629,0.003921569
899,29079.51654,20,0.012865267,0.018774331,0.357055134,0.453300615,0.011764706
900,29079.52208,17,0.025037101,0.024561152,0.091832701,0.054222253,0.003921569
901,29079.52765,18,0.015523423,0.022378257,0.085731604,0.058816617,0.003921569
902,29079.53318,20,0.012857387,0.018659693,0.356881193,0.453017212,0.011577965
903,29079.53875,17,0.024989822,0.024594588,0.091337234,0.053984931,0.003921569
904,29079.54432,18,0.015444624,0.02240214,0.085475965,0.058823529,0.003921569
905,29079.54986,20,0.012865267,0.018774331,0.356799494,0.453139329,0.01232493
906,29079.55542,17,0.024905769,0.024585035,0.091097407,0.054005668,0.003921569
907,29079.56096,18,0.015523423,0.022437964,0.085341556,0.05883505,0.003921569
908,29079.56653,20,0.012783841,0.018728953,0.356991883,0.453240709,0.012698413
909,29079.57206,17,0.024932036,0.024575482,0.091126397,0.054120873,0.003921569
910,29079.57763,18,0.015557569,0.022404528,0.085428526,0.05874519,0.003921569
911,29079.58317,20,0.012781214,0.018623869,0.356862745,0.452955001,0.011577965
912,29079.58874,17,0.024905769,0.024697285,0.091447923,0.054249902,0.003921569
913,29079.5943,18,0.015515543,0.022316162,0.085823846,0.058848874,0.003921569
914,29079.59984,20,0.012825867,0.018654916,0.356999789,0.453187715,0.012511671
915,29079.60541,17,0.025023968,0.024663848,0.091835336,0.054185387,0.003921569
916,29079.61094,18,0.015578582,0.022445129,0.085852836,0.058768231,0.003921569
917,29079.61651,20,0.012825867,0.018628645,0.356925996,0.453240709,0.011764706
918,29079.62205,17,0.024987195,0.024604141,0.091474278,0.054236078,0.003921569
919,29079.62762,18,0.015568076,0.022399752,0.085510226,0.058685284,0.003921569
920,29079.63315,20,0.012891533,0.018714623,0.356899642,0.452968826,0.012138189
921,29079.63872,17,0.025005582,0.024596976,0.091806346,0.054111656,0.003921569
922,29079.64429,18,0.015499783,0.022359151,0.085628821,0.05849174,0.003921569
923,29079.64982,20,0.012833747,0.018583268,0.356928632,0.453109375,0.011951447
924,29079.65539,17,0.024929409,0.024613694,0.091234451,0.053964194,0.003921569
925,29079.66093,18,0.015418358,0.022421246,0.085215054,0.058355798,0.003921569
926,29079.6665,20,0.01285476,0.018666858,0.356754691,0.453093247,0.012511671
927,29079.67203,17,0.024974062,0.024628024,0.09137413,0.05375913,0.003921569
928,29079.6776,18,0.015476144,0.022330491,0.085663082,0.058229073,0.003921569
929,29079.68314,20,0.012875773,0.018604762,0.356601834,0.453247621,0.012138189
930,29079.6887,17,0.024984569,0.02457787,0.091674573,0.053696919,0.003921569
931,29079.69427,18,0.015497157,0.022263619,0.085694708,0.058164558,0.003921569
932,29079.69981,20,0.012891533,0.018578491,0.356960257,0.453155457,0.011951447
933,29079.70538,17,0.024863743,0.024515775,0.091350411,0.053966498,0.003921569
934,29079.71091,18,0.015465637,0.022349598,0.085489142,0.058123085,0.003921569
935,29079.71648,20,0.012896786,0.018609539,0.35677841,0.452929656,0.011951447
936,29079.72202,17,0.025055488,0.024671013,0.091708834,0.053943458,0.003921569
937,29079.72758,18,0.015583836,0.022311385,0.085670989,0.057885763,0.003921569
938,29079.73312,20,0.0128784,0.018638198,0.356910183,0.453001083,0.011764706
939,29079.73869,17,0.024968809,0.024484727,0.091693021,0.05401258,0.003921569
940,29079.74426,18,0.015523423,0.022328103,0.085829117,0.058021705,0.003921569
941,29079.74979,20,0.012844254,0.018728953,0.356572844,0.453093247,0.012698413
942,29079.75536,17,0.025013462,0.024678178,0.091919671,0.053982627,0.003921569
943,29079.7609,18,0.015549689,0.022363927,0.085974067,0.057888067,0.003921569
944,29079.76646,20,0.012883653,0.018688352,0.356923361,0.453229188,0.011764706
945,29079.772,17,0.024840103,0.024558764,0.091656125,0.054058662,0.003921569
946,29079.77757,18,0.015484023,0.022254066,0.08579222,0.057876547,0.003921569
947,29079.78314,20,0.012841627,0.018762389,0.357036686,0.452821364,0.011951447
948,29079.78867,17,0.024958302,0.024561152,0.09122918,0.053830557,0.003921569
949,29079.79424,18,0.015497157,0.022187194,0.085702614,0.057706044,0.003921569
950,29079.79978,20,0.01287052,0.018599986,0.356823213,0.453514896,0.012138189
951,29079.80538,17,0.024947796,0.024556376,0.091505903,0.053802908,0.003921569
952,29079.81088,18,0.015531303,0.022347209,0.085797491,0.057673786,0.003921569
953,29079.81645,20,0.012852133,0.018683576,0.356675627,0.453113984,0.012138189
954,29079.82198,17,0.024981942,0.024625636,0.091592874,0.053835165,0.003921569
955,29079.82755,18,0.01553393,0.022263619,0.085718427,0.057699131,0.003921569
956,29079.83312,20,0.012799601,0.018736118,0.357065676,0.453077118,0.011951447
957,29079.83866,17,0.024853237,0.024503833,0.091350411,0.053835165,0.003921569
958,29079.84422,18,0.015570702,0.022335268,0.08613483,0.057706044,0.003921569
959,29079.84976,20,0.012896786,0.01873373,0.356728336,0.453229188,0.011951447
960,29079.85536,17,0.025000328,0.024747439,0.091930213,0.054116265,0.003921569
961,29079.86086,18,0.015657382,0.022349598,0.086569682,0.057837377,0.003921569
962,29079.86643,20,0.012836374,0.018671634,0.356744149,0.453088639,0.012138189
963,29079.87197,17,0.024924156,0.024728332,0.091619228,0.054111656,0.003921569
964,29079.87754,18,0.015625862,0.022301832,0.085863378,0.057759038,0.003921569
965,29079.8831,20,0.012907293,0.018638198,0.356983976,0.453201539,0.011577965
966,29079.88864,17,0.024926783,0.024620859,0.091121126,0.053812124,0.003921569
967,29079.89421,18,0.015573329,0.022187194,0.085781678,0.057480242,0.003921569
968,29079.89974,20,0.012951946,0.018714623,0.357142104,0.453074814,0.012138189
969,29079.90538,17,0.024887383,0.024685343,0.090870757,0.053878943,0.003921569
970,29079.91085,18,0.015549689,0.022273172,0.085818575,0.057547061,0.003921569
971,29079.91642,20,0.012891533,0.018700294,0.35694708,0.453051773,0.012138189
972,29079.92198,17,0.024939916,0.024654295,0.091347776,0.053816732,0.003921569
973,29079.92752,18,0.015583836,0.022237348,0.086013599,0.057583927,0.003921569
974,29079.93309,20,0.01290204,0.018626257,0.356875922,0.45321306,0.012138189
975,29079.93862,17,0.025005582,0.02452294,0.091582332,0.053973411,0.003921569
976,29079.94419,18,0.015515543,0.022246901,0.086184904,0.057556278,0.003921569
977,29079.94976,20,0.012844254,0.018611927,0.356973435,0.453208451,0.012138189
978,29079.9553,17,0.024974062,0.024561152,0.09143211,0.05401258,0.003921569
979,29079.96086,18,0.015541809,0.022268396,0.086208623,0.057655354,0.003921569
980,29079.9664,20,0.01283112,0.018714623,0.35677841,0.45303334,0.012138189
981,29079.97197,17,0.02489001,0.024733109,0.091656125,0.054268335,0.003921569
982,29079.97754,18,0.015594342,0.022144205,0.086050495,0.057659962,0.003921569
983,29079.98307,20,0.012860013,0.018712235,0.356752056,0.453266054,0.012138189
984,29079.98861,17,0.024897889,0.024534881,0.091437381,0.05424299,0.003921569
985,29079.99418,18,0.015581209,0.022177641,0.086082121,0.057583927,0.003921569
986,29079.99974,20,0.01282324,0.018728953,0.356738878,0.452989562,0.011951447
987,29080.00528,17,0.024932036,0.024601753,0.091155387,0.054199212,0.003921569
988,29080.01085,18,0.015623235,0.02230422,0.086329855,0.057558582,0.003921569
989,29080.01638,20,0.012828494,0.018571326,0.356936538,0.453100159,0.011391223
990,29080.02195,17,0.024989822,0.024553987,0.091123761,0.053782171,0.003921569
991,29080.02749,18,0.015531303,0.022189582,0.086308771,0.057249833,0.003921569
992,29080.03306,20,0.0128784,0.018511619,0.356799494,0.453217668,0.011764706
993,29080.03862,17,0.024821717,0.024551599,0.091458465,0.053888159,0.003921569
994,29080.04416,18,0.015612729,0.022208689,0.086424731,0.057353517,0.003921569
995,29080.04973,20,0.01288628,0.018690741,0.356939174,0.452908919,0.012138189
996,29080.05526,17,0.025026595,0.024491892,0.091400485,0.053883551,0.003921569
997,29080.06083,18,0.015528676,0.022232571,0.086574953,0.057500979,0.003921569